sentence,response,group,sentence_id,lexicalization,conjunction,agreement,filler_type,type,response_round,condition
Андрей наденет тёплую куртку.,6.461538461538462,X,269,33,,,good,filler,6.0,good
Артём и Дима продадим плохую картину.,2.2658227848101267,X,279,33,,,bad,filler,2.0,bad
Артём построит садовую беседку.,6.443037974683544,X,271,33,,,good,filler,6.0,good
"Ваня напишет и реферат, и курсовую.",5.278481012658228,X,257,33,,,good,filler,5.0,good
Вася починит телевизор и радио.,6.32051282051282,X,265,33,,,good,filler,6.0,good
Вася придумает фантастические повесть.,2.7341772151898733,X,285,33,,,bad,filler,3.0,bad
"Витя почистит и диван, и кресло.",5.576923076923077,X,264,33,,,good,filler,6.0,good
"Вова вызовет и скорую, и полицию.",5.379746835443038,X,262,33,,,good,filler,5.0,good
Вова окончит строительные колледж.,3.5443037974683542,X,287,33,,,bad,filler,4.0,bad
Володя спрячет подарок и цветы.,5.884615384615385,X,261,33,,,good,filler,6.0,good
Гриша сварит овсяную кашу.,6.512820512820513,X,259,33,,,good,filler,7.0,good
Денис и Илья окажем неоценимую помощь.,2.9240506329113924,X,277,33,,,bad,filler,3.0,bad
Дима и Ваня уберём ванную комнату.,2.6455696202531644,X,275,33,,,bad,filler,3.0,bad
"И Гоша, и Боря осуществим давнюю мечту.",2.448717948717949,X,278,33,,,bad,filler,2.0,bad
"И Лёва, и Кирилл запустим успешный стартап.",2.518987341772152,X,276,33,,,bad,filler,3.0,bad
"И Саша, и Коля оставим длинный комментарий.",3.0,X,274,33,,,bad,filler,3.0,bad
"И Яша, и Данила нарушим строгий дедлайн.",2.5822784810126582,X,280,33,,,bad,filler,3.0,bad
Илья поделит родительские наследство.,4.376623376623376,X,284,33,,,bad,filler,4.0,bad
Кеша заправит грузовые автомобиль.,2.857142857142857,X,282,33,,,bad,filler,3.0,bad
Кирилл помоет тарелку и чашку.,6.379746835443038,X,263,33,,,good,filler,6.0,good
Лёва оформит деловой договор.,6.354430379746836,X,270,33,,,good,filler,6.0,good
Максим испытает сильные удивление.,3.333333333333333,X,286,33,,,bad,filler,3.0,bad
Максим продаст шкаф и кровать.,6.371794871794871,X,258,33,,,good,filler,6.0,good
Митя напечатает длинный рассказ.,6.397435897435898,X,267,33,,,good,filler,6.0,good
Миша заплатит крупный штраф.,6.506329113924051,X,272,33,,,good,filler,7.0,good
Никита покрасит входную дверь.,6.075949367088608,X,260,33,,,good,filler,6.0,good
Никита улучшит основные показатель.,2.8860759493670884,X,283,33,,,bad,filler,3.0,bad
Петя привлечёт молодые публику.,2.5316455696202533,X,288,33,,,bad,filler,3.0,bad
Рома скачает детективный сериал.,6.2405063291139244,X,268,33,,,good,filler,6.0,good
Федя выразит всеобщие недовольство.,3.6962025316455698,X,281,33,,,bad,filler,4.0,bad
"Яша подготовит и статью, и доклад.",5.769230769230769,X,266,33,,,good,filler,6.0,good
